global_step,epoch,step,loss,learning_rate
125,0,125,0.08653566241264343,2.5200000000000003e-05
126,0,126,0.17434434592723846,2.54e-05
127,0,127,0.0806766152381897,2.5600000000000002e-05
128,0,128,0.09927564114332199,2.58e-05
129,0,129,0.11629259586334229,2.6000000000000002e-05
130,0,130,0.06868435442447662,2.6200000000000003e-05
131,0,131,0.10468270629644394,2.64e-05
132,0,132,0.04770536348223686,2.6600000000000003e-05
133,0,133,0.08774524927139282,2.6800000000000004e-05
134,0,134,0.05502529442310333,2.7000000000000002e-05
135,0,135,0.07279227674007416,2.7200000000000004e-05
136,0,136,0.04778542369604111,2.7400000000000002e-05
137,0,137,0.0487418994307518,2.7600000000000003e-05
138,0,138,0.15172791481018066,2.7800000000000005e-05
139,0,139,0.08608144521713257,2.8000000000000003e-05
140,0,140,0.0916556641459465,2.8199999999999998e-05
141,0,141,0.059075307101011276,2.84e-05
142,0,142,0.07506899535655975,2.86e-05
143,1,0,0.08327678591012955,2.88e-05
144,1,1,0.06262274831533432,2.9e-05
145,1,2,0.0693206638097763,2.9199999999999998e-05
146,1,3,0.050567179918289185,2.94e-05
147,1,4,0.074416883289814,2.96e-05
148,1,5,0.1356562077999115,2.98e-05
149,1,6,0.04784684628248215,3e-05
150,1,7,0.0734158381819725,3.02e-05
151,1,8,0.08344981074333191,3.04e-05
152,1,9,0.06746101379394531,3.06e-05
153,1,10,0.09085744619369507,3.08e-05
154,1,11,0.04960305616259575,3.1e-05
155,1,12,0.07286497205495834,3.12e-05
156,1,13,0.06518836319446564,3.1400000000000004e-05
157,1,14,0.060138069093227386,3.16e-05
158,1,15,0.04508652538061142,3.18e-05
159,1,16,0.16768988966941833,3.2000000000000005e-05
160,1,17,0.053248655050992966,3.2200000000000003e-05
161,1,18,0.05648279935121536,3.24e-05
162,1,19,0.07307065278291702,3.26e-05
163,1,20,0.06219812482595444,3.2800000000000004e-05
164,1,21,0.08804502338171005,3.3e-05
165,1,22,0.03662828356027603,3.32e-05
166,1,23,0.0786527693271637,3.3400000000000005e-05
167,1,24,0.09309949725866318,3.3600000000000004e-05
168,1,25,0.045779939740896225,3.38e-05
169,1,26,0.049940913915634155,3.4000000000000007e-05
170,1,27,0.06792470067739487,3.4200000000000005e-05
171,1,28,0.03565710783004761,3.4399999999999996e-05
172,1,29,0.06165584921836853,3.46e-05
173,1,30,0.09144749492406845,3.48e-05
174,1,31,0.04531561955809593,3.5e-05
175,1,32,0.054036952555179596,3.52e-05
176,1,33,0.04603510722517967,3.54e-05
177,1,34,0.042747579514980316,3.56e-05
178,1,35,0.08330857753753662,3.58e-05
179,1,36,0.11546449363231659,3.6e-05
180,1,37,0.09133248776197433,3.62e-05
181,1,38,0.05101088806986809,3.6400000000000004e-05
182,1,39,0.04656095802783966,3.66e-05
183,1,40,0.07091929018497467,3.68e-05
184,1,41,0.18486061692237854,3.7e-05
185,1,42,0.046556513756513596,3.72e-05
186,1,43,0.0425378680229187,3.74e-05
187,1,44,0.062353067100048065,3.76e-05
188,1,45,0.06639750301837921,3.7800000000000004e-05
189,1,46,0.08786600828170776,3.8e-05
190,1,47,0.0306975357234478,3.82e-05
191,1,48,0.10095654428005219,3.8400000000000005e-05
192,1,49,0.04156682640314102,3.86e-05
193,1,50,0.06294946372509003,3.88e-05
194,1,51,0.09259489178657532,3.9000000000000006e-05
195,1,52,0.05535852909088135,3.9200000000000004e-05
196,1,53,0.04690629243850708,3.94e-05
197,1,54,0.060107551515102386,3.960000000000001e-05
198,1,55,0.050704579800367355,3.9800000000000005e-05
199,1,56,0.04038991034030914,4e-05
200,1,57,0.03923068195581436,4.02e-05
201,1,58,0.036249905824661255,4.0400000000000006e-05
202,1,59,0.07440735399723053,4.0600000000000004e-05
203,1,60,0.08436635136604309,4.08e-05
204,1,61,0.03723745793104172,4.1e-05
205,1,62,0.07388602942228317,4.12e-05
206,1,63,0.06930007040500641,4.14e-05
207,1,64,0.03505566343665123,4.16e-05
208,1,65,0.1048613041639328,4.18e-05
209,1,66,0.047813933342695236,4.2e-05
210,1,67,0.0564366951584816,4.22e-05
211,1,68,0.04628274589776993,4.24e-05
212,1,69,0.06577906757593155,4.26e-05
213,1,70,0.07180725038051605,4.2800000000000004e-05
214,1,71,0.047718726098537445,4.3e-05
215,1,72,0.06748974323272705,4.32e-05
216,1,73,0.034713104367256165,4.3400000000000005e-05
217,1,74,0.10065200179815292,4.36e-05
218,1,75,0.055522359907627106,4.38e-05
219,1,76,0.04619526490569115,4.4000000000000006e-05
220,1,77,0.042677417397499084,4.4200000000000004e-05
221,1,78,0.03374095261096954,4.44e-05
222,1,79,0.12342117726802826,4.46e-05
223,1,80,0.07852137088775635,4.4800000000000005e-05
224,1,81,0.04578674957156181,4.5e-05
225,1,82,0.03369944915175438,4.52e-05
226,1,83,0.040531717240810394,4.5400000000000006e-05
227,1,84,0.03429512307047844,4.5600000000000004e-05
228,1,85,0.07709664106369019,4.58e-05
229,1,86,0.04296198487281799,4.600000000000001e-05
230,1,87,0.09418245404958725,4.6200000000000005e-05
231,1,88,0.07995718717575073,4.64e-05
232,1,89,0.036721646785736084,4.660000000000001e-05
233,1,90,0.030628405511379242,4.6800000000000006e-05
234,1,91,0.07921402901411057,4.7e-05
235,1,92,0.03163205832242966,4.72e-05
236,1,93,0.04027172923088074,4.74e-05
237,1,94,0.03408631682395935,4.76e-05
238,1,95,0.02643696963787079,4.78e-05
239,1,96,0.06914657354354858,4.8e-05
240,1,97,0.03031531535089016,4.82e-05
241,1,98,0.03297809138894081,4.8400000000000004e-05
242,1,99,0.06768156588077545,4.86e-05
243,1,100,0.027520984411239624,4.88e-05
244,1,101,0.03738497942686081,4.9e-05
245,1,102,0.06759744882583618,4.92e-05
246,1,103,0.025714822113513947,4.94e-05
247,1,104,0.02752787433564663,4.96e-05
248,1,105,0.0869944840669632,4.9800000000000004e-05
249,1,106,0.054147910326719284,5e-05
250,1,107,0.08801975846290588,5.02e-05
251,1,108,0.04182848334312439,5.0400000000000005e-05
252,1,109,0.028488030657172203,5.0600000000000003e-05
253,1,110,0.09113048762083054,5.08e-05
254,1,111,0.04254867881536484,5.1000000000000006e-05
255,1,112,0.03542814031243324,5.1200000000000004e-05
256,1,113,0.06153440475463867,5.14e-05
257,1,114,0.08038937300443649,5.16e-05
258,1,115,0.06778083741664886,5.1800000000000005e-05
259,1,116,0.054992638528347015,5.2000000000000004e-05
260,1,117,0.045450445264577866,5.22e-05
261,1,118,0.03760296851396561,5.2400000000000007e-05
262,1,119,0.07068683952093124,5.2600000000000005e-05
263,1,120,0.024879198521375656,5.28e-05
264,1,121,0.03705679625272751,5.300000000000001e-05
265,1,122,0.02044667676091194,5.3200000000000006e-05
266,1,123,0.026908736675977707,5.3400000000000004e-05
267,1,124,0.033830951899290085,5.360000000000001e-05
268,1,125,0.11531146615743637,5.380000000000001e-05
269,1,126,0.042943280190229416,5.4000000000000005e-05
270,1,127,0.022858723998069763,5.420000000000001e-05
271,1,128,0.023975400254130363,5.440000000000001e-05
272,1,129,0.06224581599235535,5.4600000000000006e-05
273,1,130,0.06566371768712997,5.4800000000000004e-05
274,1,131,0.03625793755054474,5.500000000000001e-05
275,1,132,0.08480676263570786,5.520000000000001e-05
276,1,133,0.03349792957305908,5.5400000000000005e-05
277,1,134,0.025115376338362694,5.560000000000001e-05
278,1,135,0.03144863247871399,5.580000000000001e-05
279,1,136,0.026926588267087936,5.6000000000000006e-05
280,1,137,0.021495461463928223,5.620000000000001e-05
281,1,138,0.0515882670879364,5.6399999999999995e-05
282,1,139,0.031768426299095154,5.66e-05
283,1,140,0.04801136255264282,5.68e-05
284,1,141,0.022332806140184402,5.6999999999999996e-05
285,1,142,0.06840909272432327,5.72e-05
286,2,0,0.04302963241934776,5.74e-05
287,2,1,0.045877717435359955,5.76e-05
288,2,2,0.12404946982860565,5.7799999999999995e-05
289,2,3,0.04200558364391327,5.8e-05
290,2,4,0.07019352912902832,5.82e-05
291,2,5,0.04900769516825676,5.8399999999999997e-05
292,2,6,0.03217525780200958,5.86e-05
293,2,7,0.0407864972949028,5.88e-05
294,2,8,0.09732870757579803,5.9e-05
295,2,9,0.02852850779891014,5.92e-05
296,2,10,0.07422114163637161,5.94e-05
297,2,11,0.022408664226531982,5.96e-05
298,2,12,0.05975253880023956,5.9800000000000003e-05
299,2,13,0.03009803220629692,6e-05
300,2,14,0.056069400161504745,6.02e-05
301,2,15,0.06507915258407593,6.04e-05
302,2,16,0.025805477052927017,6.06e-05
303,2,17,0.033350229263305664,6.08e-05
304,2,18,0.053275108337402344,6.1e-05
305,2,19,0.02710709534585476,6.12e-05
306,2,20,0.018210215494036674,6.14e-05
307,2,21,0.02966276928782463,6.16e-05
308,2,22,0.025445539504289627,6.18e-05
309,2,23,0.02345924638211727,6.2e-05
310,2,24,0.07252252101898193,6.220000000000001e-05
311,2,25,0.0657874047756195,6.24e-05
312,2,26,0.04816501960158348,6.26e-05
313,2,27,0.03313982114195824,6.280000000000001e-05
314,2,28,0.0650920420885086,6.3e-05
315,2,29,0.06425498425960541,6.32e-05
316,2,30,0.034478139132261276,6.340000000000001e-05
317,2,31,0.024785637855529785,6.36e-05
318,2,32,0.06494089215993881,6.38e-05
319,2,33,0.03785351663827896,6.400000000000001e-05
320,2,34,0.04445192217826843,6.42e-05
321,2,35,0.05787218362092972,6.440000000000001e-05
322,2,36,0.021971091628074646,6.460000000000001e-05
323,2,37,0.026459138840436935,6.48e-05
324,2,38,0.02360810711979866,6.500000000000001e-05
325,2,39,0.05910094082355499,6.52e-05
326,2,40,0.023127004504203796,6.54e-05
327,2,41,0.04273857921361923,6.560000000000001e-05
328,2,42,0.051463957875967026,6.58e-05
329,2,43,0.028454534709453583,6.6e-05
330,2,44,0.015289816074073315,6.620000000000001e-05
331,2,45,0.04682410880923271,6.64e-05
332,2,46,0.03329559415578842,6.66e-05
333,2,47,0.06012421101331711,6.680000000000001e-05
334,2,48,0.027972906827926636,6.7e-05
335,2,49,0.02868843637406826,6.720000000000001e-05
336,2,50,0.05341855809092522,6.740000000000001e-05
337,2,51,0.04626565799117088,6.76e-05
338,2,52,0.03413816913962364,6.780000000000001e-05
339,2,53,0.030358469113707542,6.800000000000001e-05
340,2,54,0.030919261276721954,6.82e-05
341,2,55,0.021527033299207687,6.840000000000001e-05
342,2,56,0.037952642887830734,6.860000000000001e-05
343,2,57,0.016118228435516357,6.879999999999999e-05
344,2,58,0.014185736887156963,6.9e-05
345,2,59,0.0190933458507061,6.92e-05
346,2,60,0.018701814115047455,6.939999999999999e-05
347,2,61,0.05359410494565964,6.96e-05
348,2,62,0.03951416164636612,6.98e-05
349,2,63,0.035713836550712585,7e-05
350,2,64,0.024793606251478195,7.02e-05
351,2,65,0.03034190461039543,7.04e-05
352,2,66,0.09323262423276901,7.06e-05
353,2,67,0.022381674498319626,7.08e-05
354,2,68,0.018012549728155136,7.1e-05
355,2,69,0.06953267753124237,7.12e-05
356,2,70,0.02509663999080658,7.14e-05
357,2,71,0.07675561308860779,7.16e-05
358,2,72,0.06339053809642792,7.18e-05
359,2,73,0.025220390409231186,7.2e-05
360,2,74,0.02400979772210121,7.22e-05
361,2,75,0.05095122754573822,7.24e-05
362,2,76,0.023503538221120834,7.26e-05
363,2,77,0.07412393391132355,7.280000000000001e-05
364,2,78,0.06424093246459961,7.3e-05
365,2,79,0.07430301606655121,7.32e-05
366,2,80,0.06517977267503738,7.340000000000001e-05
367,2,81,0.018932484090328217,7.36e-05
368,2,82,0.02508455514907837,7.38e-05
369,2,83,0.02603881061077118,7.4e-05
370,2,84,0.023079190403223038,7.42e-05
371,2,85,0.044924668967723846,7.44e-05
372,2,86,0.05061567574739456,7.46e-05
373,2,87,0.09687449038028717,7.48e-05
374,2,88,0.02857239544391632,7.500000000000001e-05
375,2,89,0.05072203278541565,7.52e-05
376,2,90,0.01023297943174839,7.54e-05
377,2,91,0.03726331517100334,7.560000000000001e-05
378,2,92,0.0492716059088707,7.58e-05
379,2,93,0.019159797579050064,7.6e-05
380,2,94,0.09080146998167038,7.620000000000001e-05
381,2,95,0.08325178176164627,7.64e-05
382,2,96,0.02507835440337658,7.66e-05
383,2,97,0.017829272896051407,7.680000000000001e-05
384,2,98,0.057797402143478394,7.7e-05
385,2,99,0.06977715343236923,7.72e-05
386,2,100,0.04748091101646423,7.740000000000001e-05
387,2,101,0.08330240845680237,7.76e-05
388,2,102,0.037606414407491684,7.780000000000001e-05
389,2,103,0.10796108096837997,7.800000000000001e-05
390,2,104,0.029646724462509155,7.82e-05
391,2,105,0.01843087747693062,7.840000000000001e-05
392,2,106,0.013939475640654564,7.860000000000001e-05
393,2,107,0.04338202625513077,7.88e-05
394,2,108,0.07034213840961456,7.900000000000001e-05
395,2,109,0.04548729956150055,7.920000000000001e-05
396,2,110,0.04944243282079697,7.94e-05
397,2,111,0.019069243222475052,7.960000000000001e-05
398,2,112,0.029253039509058,7.98e-05
399,2,113,0.010578041896224022,8e-05
400,2,114,0.015999699011445045,8.020000000000001e-05
401,2,115,0.029377583414316177,8.04e-05
402,2,116,0.059472452849149704,8.060000000000001e-05
403,2,117,0.02057459205389023,8.080000000000001e-05
404,2,118,0.04036876931786537,8.1e-05
405,2,119,0.029616549611091614,8.120000000000001e-05
406,2,120,0.04185517132282257,8.14e-05
407,2,121,0.018758106976747513,8.16e-05
408,2,122,0.040382128208875656,8.18e-05
409,2,123,0.028461864218115807,8.2e-05
410,2,124,0.021730300039052963,8.22e-05
411,2,125,0.054456643760204315,8.24e-05
412,2,126,0.03496918827295303,8.26e-05
413,2,127,0.053651534020900726,8.28e-05
414,2,128,0.03434022516012192,8.3e-05
415,2,129,0.03335147351026535,8.32e-05
416,2,130,0.020899778231978416,8.34e-05
417,2,131,0.03996320813894272,8.36e-05
418,2,132,0.055764250457286835,8.38e-05
419,2,133,0.01980704441666603,8.4e-05
420,2,134,0.045163363218307495,8.42e-05
421,2,135,0.030391212552785873,8.44e-05
422,2,136,0.0587797537446022,8.46e-05
423,2,137,0.020733816549181938,8.48e-05
424,2,138,0.04045146703720093,8.5e-05
425,2,139,0.03804019093513489,8.52e-05
426,2,140,0.01973627880215645,8.54e-05
427,2,141,0.0455273799598217,8.560000000000001e-05
428,2,142,0.04634949564933777,8.58e-05
429,3,0,0.07283879816532135,8.6e-05
430,3,1,0.07504366338253021,8.620000000000001e-05
431,3,2,0.0525733157992363,8.64e-05
432,3,3,0.06755011528730392,8.66e-05
433,3,4,0.017767084762454033,8.680000000000001e-05
434,3,5,0.06026814877986908,8.7e-05
435,3,6,0.021564071998000145,8.72e-05
436,3,7,0.03755827248096466,8.740000000000001e-05
437,3,8,0.07835914194583893,8.76e-05
438,3,9,0.028132181614637375,8.78e-05
439,3,10,0.018057264387607574,8.800000000000001e-05
440,3,11,0.04071473702788353,8.82e-05
441,3,12,0.010326222516596317,8.840000000000001e-05
442,3,13,0.0399603545665741,8.86e-05
443,3,14,0.013463824987411499,8.88e-05
444,3,15,0.026361798867583275,8.900000000000001e-05
445,3,16,0.01740438863635063,8.92e-05
446,3,17,0.022868743166327477,8.94e-05
447,3,18,0.02476009540259838,8.960000000000001e-05
448,3,19,0.032740674912929535,8.98e-05
449,3,20,0.046478286385536194,9e-05
450,3,21,0.0661337599158287,9.020000000000001e-05
451,3,22,0.02618783339858055,9.04e-05
452,3,23,0.010721515864133835,9.06e-05
453,3,24,0.012860001996159554,9.080000000000001e-05
454,3,25,0.045012593269348145,9.1e-05
455,3,26,0.04071816802024841,9.120000000000001e-05
456,3,27,0.021948417648673058,9.140000000000001e-05
457,3,28,0.025276631116867065,9.16e-05
458,3,29,0.042629629373550415,9.180000000000001e-05
459,3,30,0.019666381180286407,9.200000000000001e-05
460,3,31,0.050647154450416565,9.22e-05
461,3,32,0.009975175373256207,9.240000000000001e-05
462,3,33,0.05376867577433586,9.260000000000001e-05
463,3,34,0.10927076637744904,9.28e-05
464,3,35,0.01928582414984703,9.300000000000001e-05
465,3,36,0.08613689988851547,9.320000000000002e-05
466,3,37,0.06185048818588257,9.340000000000001e-05
467,3,38,0.07075811922550201,9.360000000000001e-05
468,3,39,0.017901886254549026,9.38e-05
469,3,40,0.07883968949317932,9.4e-05
470,3,41,0.02975080907344818,9.42e-05
471,3,42,0.029793616384267807,9.44e-05
472,3,43,0.018099911510944366,9.46e-05
473,3,44,0.049982063472270966,9.48e-05
474,3,45,0.033397775143384933,9.5e-05
475,3,46,0.019390374422073364,9.52e-05
476,3,47,0.04310331866145134,9.54e-05
477,3,48,0.022852424532175064,9.56e-05
478,3,49,0.0286920927464962,9.58e-05
479,3,50,0.01877342164516449,9.6e-05
480,3,51,0.07948917150497437,9.620000000000001e-05
481,3,52,0.026980716735124588,9.64e-05
482,3,53,0.014655585400760174,9.66e-05
483,3,54,0.09370347857475281,9.680000000000001e-05
484,3,55,0.023050662130117416,9.7e-05
485,3,56,0.042307160794734955,9.72e-05
486,3,57,0.020755399018526077,9.74e-05
487,3,58,0.06354601681232452,9.76e-05
488,3,59,0.05619148537516594,9.78e-05
489,3,60,0.03491375595331192,9.8e-05
490,3,61,0.03035140596330166,9.82e-05
491,3,62,0.01428510993719101,9.84e-05
492,3,63,0.05442460626363754,9.86e-05
493,3,64,0.029648814350366592,9.88e-05
494,3,65,0.042416974902153015,9.900000000000001e-05
495,3,66,0.0520506426692009,9.92e-05
496,3,67,0.045613329857587814,9.94e-05
497,3,68,0.04305524379014969,9.960000000000001e-05
498,3,69,0.02750590071082115,9.98e-05
499,3,70,0.06263229250907898,0.0001
500,3,71,0.04010038822889328,9.999999870436827e-05
501,3,72,0.02043045684695244,9.999999481747311e-05
502,3,73,0.02983260154724121,9.999998833931472e-05
503,3,74,0.026145726442337036,9.999997926989348e-05
504,3,75,0.016681330278515816,9.999996760920981e-05
505,3,76,0.015779489651322365,9.999995335726434e-05
506,3,77,0.010474013164639473,9.999993651405781e-05
507,3,78,0.02408384345471859,9.999991707959106e-05
508,3,79,0.042899519205093384,9.999989505386516e-05
509,3,80,0.033990636467933655,9.99998704368812e-05
510,3,81,0.018219154328107834,9.999984322864047e-05
511,3,82,0.023172026500105858,9.999981342914437e-05
512,3,83,0.039721306413412094,9.999978103839447e-05
513,3,84,0.021487168967723846,9.999974605639242e-05
514,3,85,0.02654891274869442,9.999970848314005e-05
515,3,86,0.034446831792593,9.999966831863931e-05
516,3,87,0.009233057498931885,9.999962556289227e-05
517,3,88,0.022834692150354385,9.999958021590115e-05
518,3,89,0.024014141410589218,9.999953227766831e-05
519,3,90,0.08318071812391281,9.999948174819623e-05
520,3,91,0.052860721945762634,9.99994286274875e-05
521,3,92,0.04484008252620697,9.999937291554492e-05
522,3,93,0.031827785074710846,9.999931461237134e-05
523,3,94,0.07965841889381409,9.999925371796981e-05
524,3,95,0.013679365627467632,9.999919023234347e-05
525,3,96,0.04976264759898186,9.999912415549559e-05
526,3,97,0.057274095714092255,9.999905548742965e-05
527,3,98,0.01805517077445984,9.999898422814915e-05
528,3,99,0.012882387265563011,9.999891037765784e-05
529,3,100,0.017506547272205353,9.999883393595947e-05
530,3,101,0.06497502326965332,9.999875490305807e-05
531,3,102,0.011721691116690636,9.999867327895772e-05
532,3,103,0.03317934274673462,9.999858906366264e-05
533,3,104,0.022435419261455536,9.99985022571772e-05
534,3,105,0.0788763016462326,9.999841285950589e-05
535,3,106,0.04048436880111694,9.999832087065334e-05
536,3,107,0.017311420291662216,9.999822629062436e-05
537,3,108,0.012541945092380047,9.999812911942379e-05
538,3,109,0.03541345149278641,9.999802935705672e-05
539,3,110,0.007259860634803772,9.999792700352826e-05
540,3,111,0.013638824224472046,9.999782205884377e-05
541,3,112,0.017621949315071106,9.999771452300867e-05
542,3,113,0.09031562507152557,9.999760439602852e-05
543,3,114,0.07246123254299164,9.999749167790905e-05
544,3,115,0.038753025233745575,9.999737636865609e-05
545,3,116,0.015517033636569977,9.999725846827562e-05
546,3,117,0.032742153853178024,9.999713797677372e-05
547,3,118,0.027468105778098106,9.99970148941567e-05
548,3,119,0.05971867963671684,9.999688922043087e-05
549,3,120,0.10134264081716537,9.999676095560278e-05
550,3,121,0.03592976927757263,9.999663009967908e-05
551,3,122,0.09012921154499054,9.999649665266653e-05
552,3,123,0.015795862302184105,9.999636061457207e-05
553,3,124,0.028237901628017426,9.999622198540273e-05
554,3,125,0.05642131716012955,9.999608076516568e-05
555,3,126,0.042056649923324585,9.999593695386831e-05
556,3,127,0.02538137137889862,9.999579055151799e-05
557,3,128,0.043466366827487946,9.999564155812235e-05
558,3,129,0.06561215221881866,9.999548997368911e-05
559,3,130,0.022938460111618042,9.99953357982261e-05
560,3,131,0.04412125051021576,9.999517903174134e-05
561,3,132,0.02178412303328514,9.999501967424296e-05
562,3,133,0.02727709524333477,9.999485772573918e-05
563,3,134,0.06193040311336517,9.999469318623842e-05
564,3,135,0.02658376656472683,9.999452605574922e-05
565,3,136,0.0281392689794302,9.99943563342802e-05
566,3,137,0.036849088966846466,9.99941840218402e-05
567,3,138,0.015247873030602932,9.999400911843812e-05
568,3,139,0.028860364109277725,9.999383162408304e-05
569,3,140,0.02148263156414032,9.999365153878415e-05
570,3,141,0.12395130842924118,9.999346886255078e-05
571,3,142,0.01067460235208273,9.999328359539241e-05
572,4,0,0.014839175157248974,9.999309573731863e-05
573,4,1,0.01999667100608349,9.999290528833921e-05
574,4,2,0.1177399605512619,9.999271224846396e-05
575,4,3,0.014602656476199627,9.999251661770292e-05
576,4,4,0.029560938477516174,9.999231839606623e-05
577,4,5,0.01062716543674469,9.999211758356414e-05
578,4,6,0.0656847283244133,9.99919141802071e-05
579,4,7,0.02410236746072769,9.999170818600562e-05
580,4,8,0.013022429309785366,9.999149960097037e-05
581,4,9,0.026714354753494263,9.999128842511219e-05
